xmlid,xmleventtypeid,xmlticker,xmleventdate,xmlfakeqtr,xmlcity,xmlcompanyname,xmlymd,xmlcalldate,gvkey,datadate,tic,cusip,conm,rdq,exchg,fic,no_of_days
12230103,11,APD,24-Jan-19,Air Pro,ALLENTOWN,Air Products and Chemicals,20190124,24-Jan-19,,,,,,,,,
12292837,1,APDN,7-Feb-19,Q1 2019,STONY BROOK,Applied DNA Sciences Inc,20190207,7-Feb-19,106126,20181231,APDN,03815U201,APPLIED DNA SCIENCES INC,20190207,14,USA,0
12277835,1,APEI,12-Mar-19,Q4 2018,Charles Town,American Public Education,20190312,12-Mar-19,178797,20181231,APEI,02913V103,AMERICAN PUBLIC EDUCATION,20190312,14,USA,0
12420514,1,APEN.OQ,18-Mar-19,Q4 2018,AUSTIN,Apollo Endosurgery Inc,20190318,18-Mar-19,,,,,,,,,
12425913,1,APGN.I,19-Mar-19,Full Ye,DUBLIN,Applegreen PLC,20190319,19-Mar-19,,,,,,,,,
11216594,1,APH,23-Jan-19,Q4 2018,WALLINGFORD,Amphenol Corp,20190123,23-Jan-19,14282,20181231,APH,32095101,AMPHENOL CORP,20190123,11,USA,0
12333922,1,APH,24-Apr-19,Q1 2019,WALLINGFORD,Amphenol Corp,20190424,24-Apr-19,14282,20190331,APH,32095101,AMPHENOL CORP,20190424,11,USA,0
12354590,1,APH.L,26-Mar-19,Full Ye,Chippenham,Alliance Pharma PLC,20190326,26-Mar-19,,,,,,,,,
12240743,1,APH.V,11-Jan-19,Q2 2019,LEAMINGTON,Aphria Inc,20190111,11-Jan-19,,,,,,,,,
12447036,1,APH.V,15-Apr-19,Q3 2019,LEAMINGTON,Aphria Inc,20190415,15-Apr-19,,,,,,,,,
12475777,1,API.AX,17-Apr-19,Half Ye,"Syney, NSW,",Australian Pharmaceutical,20190417,17-Apr-19,,,,,,,,,
12224831,11,API.AX,23-Jan-19,Austral,SYDNEY,Australian Pharmaceutical,20190123,23-Jan-19,,,,,,,,,
12252219,1,APLE,26-Feb-19,Q4 2018,Richmond,Apple Hospitality REIT Inc,20190226,26-Feb-19,23977,20181231,APLE,03784Y200,APPLE HOSPITALITY REIT INC,20190225,11,USA,-1
12260345,1,APLLTD.NS,22-Jan-19,Q3 2019,VADODARA,Alembic Pharmaceuticals Lt,20190122,22-Jan-19,,,,,,,,,
12250439,7,APLS.OQ,9-Jan-19,Apellis,San Francisco,Apellis Pharmaceuticals In,20190109,9-Jan-19,,,,,,,,,
12300016,1,APN.AX,12-Feb-19,Full Ye,Sydney,HT&E Ltd,20190212,12-Feb-19,,,,,,,,,
12180321,1,APN.J,8-Mar-19,Half Ye,Cape Town,Aspen Pharmacare Holdings,20190308,8-Mar-19,,,,,,,,,
12275425,1,APO,31-Jan-19,Q4 2018,New York,Apollo Global Management L,20190131,31-Jan-19,184254,20181231,APO,3.77E+108,APOLLO GLOBAL MGMT INC,20190131,11,USA,0
12394582,1,APOG,11-Apr-19,Q4 2019,MINNEAPOLIS,Apogee Enterprises Inc,20190411,11-Apr-19,1686,20190228,APOG,37598109,APOGEE ENTERPRISES INC,20190411,14,USA,0
12304269,1,APOLLOHOS,11-Feb-19,Q3 2019,"Chennai, Tami",Apollo Hospitals Enterpris,20190211,11-Feb-19,,,,,,,,,
12301271,1,APPF,28-Feb-19,Q4 2018,Goleta,AppFolio Inc,20190228,28-Feb-19,24071,20181231,APPF,03783C100,APPFOLIO INC,20190228,14,USA,0
12347203,7,APPN.OQ,27-Feb-19,Appian,San Francisco,Appian Corp,20190227,27-Feb-19,,,,,,,,,
12260657,1,APPN.OQ,21-Feb-19,Q4 2018,RESTON,Appian Corp,20190221,21-Feb-19,,,,,,,,,
12281874,1,APPS,5-Feb-19,Q3 2019,Los Angeles,Digital Turbine Inc,20190205,5-Feb-19,9551,20181231,APPS,25400W102,DIGITAL TURBINE INC,20190205,14,USA,0
12303914,1,APPS.MC,26-Feb-19,Full Ye,Barcelona,Applus Services SA,20190226,26-Feb-19,,,,,,,,,
12275123,1,APRN.N,31-Jan-19,Q4 2018,NEW YORK,Blue Apron Holdings Inc,20190131,31-Jan-19,,,,,,,,,
12363088,1,APR_u.TO,22-Mar-19,Q4 2018,TORONTO,Automotive Properties Real,20190322,22-Mar-19,,,,,,,,,
12354866,1,APS.TO,12-Mar-19,Q4 2018,TORONTO,Aptose Biosciences Inc,20190312,12-Mar-19,,,,,,,,,
12347731,1,APT.AX,25-Feb-19,Half Ye,MELBOURNE,Afterpay Touch Group Ltd,20190225,25-Feb-19,,,,,,,,,
12264683,1,APTS,26-Feb-19,Q4 2018,ATLANTA,Preferred Apartment Commun,20190226,26-Feb-19,185345,20181231,APTS,74039L103,PREFERRED APARTMENT CMNTYS,20190225,11,USA,-1
12329562,7,APTV,20-Feb-19,Aptiv P,Miami,Aptiv PLC,20190220,20-Feb-19,118122,20181231,APTV,G6095L109,APTIV PLC,20190131,11,JEY,-20
12329535,7,APTV,21-Feb-19,Aptiv P,Miami,Aptiv PLC,20190221,21-Feb-19,118122,20181231,APTV,G6095L109,APTIV PLC,20190131,11,JEY,-21
12285511,7,APTV,25-Feb-19,Aptiv P,New York,Aptiv PLC,20190225,25-Feb-19,118122,20181231,APTV,G6095L109,APTIV PLC,20190131,11,JEY,-25
12275921,1,APTV,31-Jan-19,Q4 2018,NAN,Aptiv PLC,20190131,31-Jan-19,118122,20181231,APTV,G6095L109,APTIV PLC,20190131,11,JEY,0
12250132,7,APTV,8-Jan-19,Aptiv P,Las Vegas,Aptiv PLC,20190108,8-Jan-19,,,,,,,,,
12258145,7,APTV,16-Jan-19,Aptiv P,Detroit,Aptiv PLC,20190116,16-Jan-19,,,,,,,,,
12260582,7,APTV,16-Jan-19,Aptiv P,Detroit,Aptiv PLC,20190116,16-Jan-19,,,,,,,,,
12420488,1,APTX.OQ,21-Mar-19,Q4 2018,EVANSTON,Aptinyx Inc,20190321,21-Mar-19,,,,,,,,,
12264992,1,APU,6-Feb-19,Q1 2019,KING OF PRUSS,Amerigas Partners LP,20190206,6-Feb-19,61839,20181231,APU,30975106,AMERIGAS PARTNERS  -LP,20190205,11,USA,-1
12303898,1,APX.AX,25-Feb-19,Full Ye,CHATSWOOD,Appen Ltd,20190225,25-Feb-19,,,,,,,,,
12251508,1,APY.N,19-Feb-19,Q4 2018,NAN,Apergy Corp,20190219,19-Feb-19,,,,,,,,,
12292870,7,APY.N,13-Feb-19,Apergy,Vail,Apergy Corp,20190213,13-Feb-19,,,,,,,,,
12359458,31,APY.N,6-Mar-19,Apergy,NAN,Apergy Corp,20190306,6-Mar-19,,,,,,,,,
12284996,1,AQ.N,12-Feb-19,Q4 2018,SAN JOSE,Aquantia Corp,20190212,12-Feb-19,,,,,,,,,
12348164,7,AQ.N,27-Feb-19,Aquanti,San Francisco,Aquantia Corp,20190227,27-Feb-19,,,,,,,,,
12352293,11,AQMS,27-Mar-19,Aqua Me,RENO,Aqua Metals Inc,20190327,27-Mar-19,24422,20181231,AQMS,03837J101,AQUA METALS INC,20190228,14,USA,-27
12347146,1,AQMS,28-Feb-19,Full Ye,ALAMEDA,Aqua Metals Inc,20190228,28-Feb-19,24422,20181231,AQMS,03837J101,AQUA METALS INC,20190228,14,USA,0
12278130,1,AQN.TO,1-Mar-19,Q4 2018,OAKVILLE,Algonquin Power & Utilitie,20190301,1-Mar-19,,,,,,,,,
12347012,1,AQST.OQ,14-Mar-19,Q4 2018,NAN,Aquestive Therapeutics Inc,20190314,14-Mar-19,,,,,,,,,
12251996,1,AQUA.N,5-Feb-19,Q1 2019,NAN,Evoqua Water Technologies,20190205,5-Feb-19,,,,,,,,,
12278091,1,AR,14-Feb-19,Q4 2018,Denver,Antero Resources Corp,20190214,14-Feb-19,18465,20181231,AR,03674X106,ANTERO RESOURCES CORP,20190213,11,USA,-1
12282274,1,AR.TO,20-Feb-19,Q4 2018,RENO,Argonaut Gold Inc,20190220,20-Feb-19,,,,,,,,,
12436860,1,AR4G.DE,27-Mar-19,Q4 2018,GRUENWALD,AURELIUS Equity Opportunit,20190327,27-Mar-19,,,,,,,,,
12258751,1,ARAY,22-Jan-19,Q2 2019,SUNNYVALE,Accuray Inc,20190122,22-Jan-19,176670,20181231,ARAY,4397105,ACCURAY INC,20190122,14,USA,0
12287657,5,ARAY,28-Jan-19,Accuray,SUNNYVALE,Accuray Inc,20190128,28-Jan-19,176670,20181231,ARAY,4397105,ACCURAY INC,20190122,14,USA,-6
12456068,1,ARAY,23-Apr-19,Q3 2019,SUNNYVALE,Accuray Inc,20190423,23-Apr-19,176670,20190331,ARAY,4397105,ACCURAY INC,20190423,14,USA,0
12249608,7,ARAY,10-Jan-19,Accuray,San Francisco,Accuray Inc,20190110,10-Jan-19,,,,,,,,,
12295142,1,ARC,26-Feb-19,Q4 2018,WALNUT CREEK,ARC Document Solutions Inc,20190226,26-Feb-19,162076,20181231,ARC,00191G103,ARC DOCUMENT SOLUTIONS INC,20190226,11,USA,0
11348010,1,ARCAD.AS,14-Feb-19,Full Ye,Arnhem,Arcadis NV,20190214,14-Feb-19,,,,,,,,,
12466642,33,ARCAD.AS,18-Apr-19,Q1 2019,Arnhem,Arcadis NV,20190418,18-Apr-19,,,,,,,,,
12259149,1,ARCB,31-Jan-19,Q4 2018,Fort Smith,ArcBest Corp,20190131,31-Jan-19,1743,20181231,ARCB,03937C105,ARCBEST CORP,20190130,14,USA,-1
12359923,7,ARCC,5-Mar-19,Ares Ca,Orlando,Ares Capital Corp,20190305,5-Mar-19,161966,20181231,ARCC,04010L103,ARES CAPITAL CORP,20190212,14,USA,-21
12274360,1,ARCC,12-Feb-19,Q4 2018,NEW YORK,Ares Capital Corp,20190212,12-Feb-19,161966,20181231,ARCC,04010L103,ARES CAPITAL CORP,20190212,14,USA,0
12299854,1,ARCE.OQ,19-Mar-19,Q4 2018,NAN,Arco Platform Ltd,20190319,19-Mar-19,,,,,,,,,
12325837,1,ARCHER.OL,27-Feb-19,Full Ye,NAN,Archer Ltd,20190227,27-Feb-19,,,,,,,,,
12280377,1,ARCLK.IS,30-Jan-19,Q4 2018,Istanbul,Arcelik AS,20190130,30-Jan-19,,,,,,,,,
12360540,1,ARCO,27-Mar-19,Q4 2018,MONTEVIDEO,Arcos Dorados Holdings Inc,20190327,27-Mar-19,186785,20181231,ARCO,G0457F107,ARCOS DORADOS HOLDINGS INC,20190327,11,VGB,0
12326244,1,ARCW,13-Feb-19,Q2 2019,DENVER,ARC Group Worldwide Inc,20190213,13-Feb-19,13679,20181231,ARCW,00213H105,ARC GROUP WORLDWIDE INC,20190213,19,USA,0
12275018,1,ARD.N,21-Feb-19,Q4 2018,LUXEMBOURG,Ardagh Group SA,20190221,21-Feb-19,,,,,,,,,
12360214,7,ARE,4-Mar-19,Alexand,Hollywood,Alexandria Real Estate Equ,20190304,4-Mar-19,64821,20181231,ARE,15271109,ALEXANDRIA R E EQUITIES INC,20190204,11,USA,-28
12228972,1,ARE,5-Feb-19,Q4 2018,Pasadena,Alexandria Real Estate Equ,20190205,5-Feb-19,64821,20181231,ARE,15271109,ALEXANDRIA R E EQUITIES INC,20190204,11,USA,-1
12235928,7,ARE,8-Jan-19,Alexand,San Francisco,Alexandria Real Estate Equ,20190108,8-Jan-19,,,,,,,,,
12317387,1,ARE.TO,6-Mar-19,Q4 2018,Toronto,Aecon Group Inc,20190306,6-Mar-19,,,,,,,,,
12277078,1,ARES,14-Feb-19,Q4 2018,Los Angeles,Ares Management LP,20190214,14-Feb-19,20412,20181231,ARES,03990B101,ARES MANAGEMENT CORP,20190214,11,USA,0
12425521,1,AREX,19-Mar-19,Q4 2018,FORT WORTH,Approach Resources Inc,20190319,19-Mar-19,178798,20181231,AREX,03834A103,APPROACH RESOURCES INC,20190318,14,USA,-1
12290634,1,ARF.AX,19-Feb-19,Half Ye,MELBOURNE,Arena REIT No 1,20190219,19-Feb-19,,,,,,,,,
12276627,1,ARG.TO,22-Feb-19,Full Ye,Vancouver,Amerigo Resources Ltd,20190222,22-Feb-19,,,,,,,,,
12349432,1,ARGX.BR,28-Feb-19,Q4 2018,BREDA,argenx SE,20190228,28-Feb-19,,,,,,,,,
12252173,7,ARGX.BR,10-Jan-19,argenx,San Francisco,argenx SE,20190110,10-Jan-19,,,,,,,,,
12354918,7,ARI,5-Mar-19,Apollo,Hollywood,Apollo Commercial Real Est,20190305,5-Mar-19,183606,20181231,ARI,03762U105,APOLLO COMMERCIAL RE FIN INC,20190213,11,USA,-20
12281886,1,ARI,14-Feb-19,Q4 2018,New York,Apollo Commercial Real Est,20190214,14-Feb-19,183606,20181231,ARI,03762U105,APOLLO COMMERCIAL RE FIN INC,20190213,11,USA,-1
12276242,1,ARI.J,1-Mar-19,Q2 2019,Sandton,African Rainbow Minerals L,20190301,1-Mar-19,,,,,,,,,
12276496,1,ARJOb.ST,4-Feb-19,Q4 2018,NAN,Arjo AB (publ),20190204,4-Feb-19,,,,,,,,,
12412831,31,ARJOb.ST,12-Mar-19,Arjo AB,NAN,Arjo AB (publ),20190312,12-Mar-19,,,,,,,,,
12303038,1,ARKR,12-Feb-19,Q1 2019,NEW YORK,Ark Restaurants Corp,20190212,12-Feb-19,11872,20181231,ARKR,40712101,ARK RESTAURANTS CORP,20190211,14,USA,-1
12304291,1,ARL.DE,27-Feb-19,Prelimi,Wiesbaden,Aareal Bank AG,20190227,27-Feb-19,,,,,,,,,
12277132,1,ARLO.N,5-Feb-19,Q4 2018,NAN,Arlo Technologies Inc,20190205,5-Feb-19,,,,,,,,,
12274118,1,ARLP,28-Jan-19,Q4 2018,Tulsa,Alliance Resource Partners,20190128,28-Jan-19,122915,20181231,ARLP,01877R108,ALLIANCE RESOURCE PTNRS  -LP,20190128,14,USA,0
12247419,34,ARLZ,2-Jan-19,Aralez,MISSISSAUGA,Aralez Pharmaceuticals Inc,20190102,2-Jan-19,,,,,,,,,
12275919,1,ARMK,5-Feb-19,Q1 2019,Philadelpia,Aramark,20190205,5-Feb-19,186858,20181231,ARMK,03852U106,ARAMARK,20190205,11,USA,0
12348557,1,ARNA,26-Feb-19,Q4 2018,San Diego,Arena Pharmaceuticals Inc,20190226,26-Feb-19,138122,20181231,ARNA,40047607,ARENA PHARMACEUTICALS INC,20190226,14,USA,0
12236919,7,ARNA,10-Jan-19,Arena P,San Francisco,Arena Pharmaceuticals Inc,20190110,10-Jan-19,,,,,,,,,
12282273,1,ARNC.N,8-Feb-19,Q4 2018,NAN,Arconic Inc,20190208,8-Feb-19,,,,,,,,,
12303095,1,AROC,20-Feb-19,Q4 2018,HOUSTON,Archrock Inc,20190220,20-Feb-19,65009,20181231,AROC,03957W106,ARCHROCK INC,20190219,11,USA,-1
12354822,1,ARPO.OQ,5-Mar-19,Q4 2018,NAN,Aerpio Pharmaceuticals Inc,20190305,5-Mar-19,,,,,,,,,
12424889,5,ARPO.OQ,18-Mar-19,Aerpio,NAN,Aerpio Pharmaceuticals Inc,20190318,18-Mar-19,,,,,,,,,
12349833,1,ARQL,7-Mar-19,Q4 2018,WOBURN,ArQule Inc,20190307,7-Mar-19,63789,20181231,ARQL,4.27E+110,ARQULE INC,20190307,14,USA,0
12329424,1,ARR,15-Feb-19,Q4 2018,VERO BEACH,ARMOUR Residential REIT In,20190215,15-Feb-19,183822,20181231,ARR,42315507,ARMOUR RESIDENTIAL REIT INC,20190214,11,USA,-1
12290215,1,ARRY,5-Feb-19,Q2 2019,BOULDER,Array Biopharma Inc,20190205,5-Feb-19,141197,20181231,ARRY,04269X105,ARRAY BIOPHARMA INC,20190205,14,USA,0
12239369,7,ARRY,7-Jan-19,Array B,San Francisco,Array Biopharma Inc,20190107,7-Jan-19,,,,,,,,,
12274448,5,ARRY,15-Jan-19,Array B,BOULDER,Array Biopharma Inc,20190115,15-Jan-19,,,,,,,,,
12350485,1,ARTX,7-Mar-19,Q4 2018,Ann Arbor,Arotech Corp,20190307,7-Mar-19,29762,20181231,ARTX,42682203,AROTECH CORP,20190306,14,USA,-1
12300207,1,ARVIND.NS,7-Feb-19,Q3 2019,"Ahmedabad, Gu",Arvind Ltd,20190207,7-Feb-19,,,,,,,,,
12284084,1,ARW,7-Feb-19,Q4 2018,MELVILLE,Arrow Electronics Inc,20190207,7-Feb-19,1773,20181231,ARW,42735100,ARROW ELECTRONICS INC,20190207,11,USA,0
12336188,7,ARW,4-Mar-19,Arrow E,Orlando,Arrow Electronics Inc,20190304,4-Mar-19,1773,20181231,ARW,42735100,ARROW ELECTRONICS INC,20190207,11,USA,-25
12291844,7,ARW,13-Feb-19,Arrow E,San Francisco,Arrow Electronics Inc,20190213,13-Feb-19,1773,20181231,ARW,42735100,ARROW ELECTRONICS INC,20190207,11,USA,-6
12240392,7,ARW,8-Jan-19,Arrow E,Las Vegas,Arrow Electronics Inc,20190108,8-Jan-19,,,,,,,,,
12288561,1,ARW.L,28-Feb-19,Full Ye,Manchester,Arrow Global Group PLC,20190228,28-Feb-19,,,,,,,,,
12362507,7,ARWR,12-Mar-19,Arrowhe,Miami Beach,Arrowhead Pharmaceuticals,20190312,12-Mar-19,28806,20181231,ARWR,04280A100,ARROWHEAD PHARMACEUTICALS,20190207,14,USA,-33
12285736,11,ARWR,14-Mar-19,Arrowhe,PASADENA,Arrowhead Pharmaceuticals,20190314,14-Mar-19,28806,20181231,ARWR,04280A100,ARROWHEAD PHARMACEUTICALS,20190207,14,USA,-35
12284603,1,ARWR,7-Feb-19,Q1 2019,PASADENA,Arrowhead Pharmaceuticals,20190207,7-Feb-19,28806,20181231,ARWR,04280A100,ARROWHEAD PHARMACEUTICALS,20190207,14,USA,0
12414135,1,ARYN.VX,12-Mar-19,Half Ye,Zurich,Aryzta AG,20190312,12-Mar-19,,,,,,,,,
12259051,1,ARZZ3.SA,21-Feb-19,Q4 2018,Belo Horizont,Arezzo Industria e Comerci,20190221,21-Feb-19,,,,,,,,,
12235257,1,ASB,24-Jan-19,Q4 2018,Green Bay,Associated Banc-Corp,20190124,24-Jan-19,11842,20181231,ASB,45487105,ASSOCIATED BANC-CORP,20190124,11,USA,0
12350844,1,ASB.AX,27-Feb-19,Half Ye,"Hernderson, W",Austal Ltd,20190227,27-Feb-19,,,,,,,,,
12291868,1,ASC,6-Feb-19,Q4 2018,Pembroke,Ardmore Shipping Corp,20190206,6-Feb-19,18289,20181231,ASC,Y0207T100,ARDMORE SHIPPING CORP,20190206,11,MHL,0
12404427,1,ASC.J,18-Mar-19,Half Ye,Johannesburg,Ascendis Health Ltd,20190318,18-Mar-19,,,,,,,,,
12425829,33,ASC.L,19-Mar-19,ASOS PL,London,ASOS PLC,20190319,19-Mar-19,,,,,,,,,
12470732,1,ASC.L,10-Apr-19,Half Ye,London,ASOS PLC,20190410,10-Apr-19,,,,,,,,,
12300530,1,ASCL.L,25-Feb-19,Full Ye,London,Ascential PLC,20190225,25-Feb-19,,,,,,,,,
11787519,1,ASCN.S,7-Mar-19,Full Ye,Bern 14,Ascom Holding AG,20190307,7-Mar-19,,,,,,,,,
12390381,31,ASETEK.OL,5-Mar-19,Asetek,AALBORG,Asetek A/S,20190305,5-Mar-19,,,,,,,,,
12343518,1,ASG.AX,25-Feb-19,Half Ye,NAN,Autosports Group Ltd,20190225,25-Feb-19,,,,,,,,,
12468183,1,ASGN,24-Apr-19,Q1 2019,CALABASAS,ASGN Inc,20190424,24-Apr-19,25749,20190331,ASGN,00191U102,ASGN INC,20190424,11,USA,0
12274383,1,ASGN,13-Feb-19,Q4 2018,CALABASAS,ASGN Inc,20190213,13-Feb-19,25749,20181231,ASGN,00191U102,ASGN INC,20190213,11,USA,0
12284405,1,ASH.N,6-Feb-19,Q1 2019,COVINGTON,Ashland Global Holdings In,20190206,6-Feb-19,,,,,,,,,
12331654,1,ASHM.L,14-Feb-19,Half Ye,London,Ashmore Group PLC,20190214,14-Feb-19,,,,,,,,,
12320880,1,ASHOKLEY.,15-Feb-19,Q3 2019,Chennai,Ashok Leyland Ltd,20190215,15-Feb-19,,,,,,,,,
12253798,1,ASIANPAIN,22-Jan-19,Q3 2019,Mumbai,Asian Paints Ltd,20190122,22-Jan-19,,,,,,,,,
12281863,1,ASIX,22-Feb-19,Q4 2018,PARSIPPANY,AdvanSix Inc,20190222,22-Feb-19,28070,20181231,ASIX,00773T101,ADVANSIX INC,20190222,11,USA,0
12094183,1,ASM.AS,22-Feb-19,Q4 2018,Almere,ASM International NV,20190222,22-Feb-19,,,,,,,,,
12348640,1,ASM.V,28-Feb-19,Q4 2018,Vancouver,Avino Silver & Gold Mines,20190228,28-Feb-19,,,,,,,,,
12474458,5,ASMB,15-Apr-19,Assembl,New York,Assembly Biosciences Inc,20190415,15-Apr-19,,,,,,,,,
12486825,1,ASML.AS,17-Apr-19,Q1 2019,la Veldhoven,ASML Holding NV,20190417,17-Apr-19,,,,,,,,,
12275023,1,ASML.AS,23-Jan-19,Q4 2018,la Veldhoven,ASML Holding NV,20190123,23-Jan-19,,,,,,,,,
12282490,1,ASML.AS,23-Jan-19,Q4 2018,la Veldhoven,ASML Holding NV,20190123,23-Jan-19,,,,,,,,,
12458431,1,ASML.AS,17-Apr-19,Q1 2019,la Veldhoven,ASML Holding NV,20190417,17-Apr-19,,,,,,,,,
12224135,7,ASML.AS,27-Feb-19,ASML Ho,San Francisco,ASML Holding NV,20190227,27-Feb-19,,,,,,,,,
12285020,7,ASML.AS,13-Feb-19,ASML Ho,San Francisco,ASML Holding NV,20190213,13-Feb-19,,,,,,,,,
11787939,11,ASML.AS,24-Apr-19,ASML Ho,VELDHOVEN,ASML Holding NV,20190424,24-Apr-19,,,,,,,,,
12412727,1,ASNA,14-Mar-19,Q2 2019,SUFFERN,Ascena Retail Group Inc,20190314,14-Mar-19,4072,20190131,ASNA,04351G101,ASCENA RETAIL GROUP INC,20190314,14,USA,0
12446172,1,ASND,3-Apr-19,Full Ye,HELLERUP,Ascendis Pharma A/S,20190403,3-Apr-19,22604,20181231,ASND,04351P101,ASCENDIS PHARMA AS -ADR,20190403,14,DNK,0
12242804,7,ASND,7-Jan-19,Ascendi,San Francisco,Ascendis Pharma A/S,20190107,7-Jan-19,,,,,,,,,
12385104,5,ASND,4-Mar-19,Ascendi,HELLERUP,Ascendis Pharma A/S,20190304,4-Mar-19,,,,,,,,,
12302207,1,ASPIRE.ST,14-Feb-19,Full Ye,NAN,Aspire Global PLC,20190214,14-Feb-19,,,,,,,,,
12280908,1,ASPN,21-Feb-19,Q4 2018,NORTHBOROUGH,Aspen Aerogels Inc,20190221,21-Feb-19,187550,20181231,ASPN,04523Y105,ASPEN AEROGELS INC,20190221,11,USA,0
12352869,1,ASPS,26-Feb-19,Q4 2018,NAN,Altisource Portfolio Solut,20190226,26-Feb-19,183312,20181231,ASPS,L0175J104,ALTISOURCE PORTFOLIO SOLTNS,20190226,14,LUX,0
12323334,1,ASPU.OB,11-Mar-19,Q3 2019,DENVER,Aspen Group Inc,20190311,11-Mar-19,,,,,,,,,
12264492,1,ASR.TO,5-Feb-19,Q4 2018,ENGLEWOOD,Alacer Gold Corp,20190205,5-Feb-19,,,,,,,,,
12336242,1,ASRNL.AS,20-Feb-19,Q4 2018,UTRECHT,ASR Nederland NV,20190220,20-Feb-19,,,,,,,,,
12350437,1,ASRT.OQ,6-Mar-19,Q4 2018,NAN,Assertio Therapeutics Inc,20190306,6-Mar-19,,,,,,,,,
12264613,1,ASSA.ST,5-Feb-19,Q4 2018,Stockholm,Assa Abloy AB,20190205,5-Feb-19,,,,,,,,,
12458500,1,AST.WA,9-Apr-19,Full Ye,NAN,Astarta Holding NV,20190409,9-Apr-19,,,,,,,,,
12490321,1,ASTE,23-Apr-19,Q1 2019,CHATTANOOGA,Astec Industries Inc,20190423,23-Apr-19,12262,20190331,ASTE,46224101,ASTEC INDUSTRIES INC,20190423,14,USA,0
12490321,1,ASTE,23-Apr-19,Q1 2019,CHATTANOOGA,Astec Industries Inc,20190423,23-Apr-19,12262,20181231,ASTE,46224101,ASTEC INDUSTRIES INC,20190301,14,USA,-53
12351738,1,ASTE,1-Mar-19,Q4 2018,CHATTANOOGA,Astec Industries Inc,20190301,1-Mar-19,12262,20181231,ASTE,46224101,ASTEC INDUSTRIES INC,20190301,14,USA,0
12302104,1,ASTRAL.NS,12-Feb-19,Q3 2019,NAN,Astral Poly Technik Ltd,20190212,12-Feb-19,,,,,,,,,
12258302,1,ASUR,14-Mar-19,Q4 2018,AUSTIN,Asure Software Inc,20190314,14-Mar-19,25138,20181231,ASUR,04649U102,ASURE SOFTWARE INC,20190314,14,USA,0
12287995,1,ASURB.MX,26-Feb-19,Q4 2018,Mexico,Grupo Aeroportuario del Su,20190226,26-Feb-19,,,,,,,,,
12454137,1,ASV.OQ,2-Apr-19,Q4 2018,GRAND RAPIDS,ASV Holdings Inc,20190402,2-Apr-19,,,,,,,,,
12402336,1,ASV.OQ,14-Mar-19,Q4 2018,GRAND RAPIDS,ASV Holdings Inc,20190314,14-Mar-19,,,,,,,,,
12278212,1,ASX.AX,13-Feb-19,Half Ye,Sydney,ASX Ltd,20190213,13-Feb-19,,,,,,,,,
12289015,1,ASYS,7-Feb-19,Q1 2019,Tempe,Amtech Systems Inc,20190207,7-Feb-19,8864,20181231,ASYS,32332504,AMTECH SYSTEMS INC,20190207,14,USA,0
12285688,1,ATA.TO,6-Feb-19,Q3 2019,Cambridge,ATS Automation Tooling Sys,20190206,6-Feb-19,,,,,,,,,
12404421,1,ATAI,15-Mar-19,Q4 2018,BEIJING,ATA Inc,20190315,15-Mar-19,179300,20181231,ATAI,00211V106,ATA CREATIVITY GLOBAL -ADS,20190314,14,CYM,-1
12302620,1,ATAX,28-Feb-19,Q4 2018,Omaha,America First Multifamily,20190228,28-Feb-19,16641,20181231,ATAX,02364V107,AMERICA FIRST MULTIFAMILY-LP,20190228,14,USA,0
12415597,1,ATC.AS,28-Mar-19,Full Ye,"Woerden, Utre",Altice NV,20190328,28-Mar-19,,,,,,,,,
12273786,1,ATCO A.ST,28-Jan-19,Q4 2018,Stockholm,Atlas Copco AB,20190128,28-Jan-19,,,,,,,,,
12404712,1,ATD.B.TO,20-Mar-19,Q3 2019,LAVAL,Alimentation Couche-Tard I,20190320,20-Mar-19,,,,,,,,,
12437787,1,ATEA,1-Apr-19,Q4 2018,Horsham,Astea International Inc,20190401,1-Apr-19,61069,20181231,ATEA,4.62E+211,ASTEA INTERNATIONAL INC,20190401,19,USA,0
11260573,1,ATEA.OL,7-Feb-19,Q4 2018,Oslo,Atea ASA,20190207,7-Feb-19,,,,,,,,,
12349884,1,ATEC,7-Mar-19,Q4 2018,CARLSBAD,Alphatec Holdings Inc,20190307,7-Mar-19,166555,20181231,ATEC,02081G201,ALPHATEC HOLDINGS INC,20190307,14,USA,0
12258877,1,ATEN,7-Feb-19,Q4 2018,San Jose,A10 Networks Inc,20190207,7-Feb-19,19849,20181231,ATEN,2121101,A10 NETWORKS INC,20190207,11,USA,0
10610622,1,ATGE,7-Feb-19,Q2 2019,OAKBROOK TERR,Adtalem Global Education I,20190207,7-Feb-19,3905,20181231,ATGE,00737L103,ADTALEM GLOBAL EDUCATION INC,20190207,11,USA,0
12275940,1,ATGN,23-Jan-19,Q1 2019,SAN JOSE,Altigen Communications Inc,20190123,23-Jan-19,124355,20181231,ATGN,21489109,ALTIGEN COMMUNICATIONS INC,20190123,19,USA,0
12470915,1,ATGN,18-Apr-19,Q2 2019,SAN JOSE,Altigen Communications Inc,20190418,18-Apr-19,124355,20190331,ATGN,21489109,ALTIGEN COMMUNICATIONS INC,20190418,19,USA,0
12343967,1,ATH.N,26-Feb-19,Q4 2018,PEMBROKE,Athene Holding Ltd,20190226,26-Feb-19,,,,,,,,,
