xmlid,xmleventtypeid,xmlticker,xmleventdate,xmlfakeqtr,xmlcity,xmlcompanyname,xmlymd,xmlcalldate,gvkey,datadate,tic,cusip,conm,rdq,exchg,fic,no_of_days
12345153,1,ATHM,26-Feb-19,Q4 2018,Beijing,Autohome Inc,20190226,26-Feb-19,19295,20181231,ATHM,05278C107,AUTOHOME INC  -ADR,20190226,11,CYM,0
12332925,1,ATHX,14-Mar-19,Q4 2018,Cleveland,Athersys Inc,20190314,14-Mar-19,176017,20181231,ATHX,04744L106,ATHERSYS INC,20190314,14,USA,0
12454562,1,ATI,23-Apr-19,Q1 2019,PITTSBURGH,Allegheny Technologies Inc,20190423,23-Apr-19,10405,20190331,ATI,01741R102,ALLEGHENY TECHNOLOGIES INC,20190423,11,USA,0
12251123,1,ATI,22-Jan-19,Q4 2018,PITTSBURGH,Allegheny Technologies Inc,20190122,22-Jan-19,10405,20181231,ATI,01741R102,ALLEGHENY TECHNOLOGIES INC,20190122,11,USA,0
12266015,1,ATKR,6-Feb-19,Q1 2019,HARVEY,Atkore International Group,20190206,6-Feb-19,27014,20181231,ATKR,47649108,ATKORE INTL GROUP INC,20190206,11,USA,0
12352872,1,ATL.MI,7-Mar-19,Q4 2018,Rome,Atlantia SpA,20190307,7-Mar-19,,,,,,,,,
12347162,1,ATM.NZ,19-Feb-19,Half Ye,NAN,a2 Milk Company Ltd,20190219,19-Feb-19,,,,,,,,,
12280389,1,ATNI,21-Feb-19,Q4 2018,Beverly,ATN International Inc,20190221,21-Feb-19,24708,20181231,ATNI,00215F107,ATN INTERNATIONAL INC,20190220,14,USA,-1
12332649,1,ATNX,11-Mar-19,Q4 2018,BUFFALO,Athenex Inc,20190311,11-Mar-19,31405,20181231,ATNX,04685N103,ATHENEX INC,20190311,14,USA,0
12358529,5,ATNX,4-Mar-19,Athenex,BUFFALO,Athenex Inc,20190304,4-Mar-19,,,,,,,,,
12258238,1,ATO,6-Feb-19,Q1 2019,DALLAS,Atmos Energy Corp,20190206,6-Feb-19,4383,20181231,ATO,49560105,ATMOS ENERGY CORP,20190205,11,USA,-1
12282184,1,ATOM,12-Feb-19,Q4 2018,LOS GATOS,Atomera Inc,20190212,12-Feb-19,27737,20181231,ATOM,04965B100,ATOMERA INC,20190212,14,USA,0
12273967,31,ATOS.PA,30-Jan-19,Atos SE,Paris,Atos SE,20190130,30-Jan-19,,,,,,,,,
12302582,1,ATP.TO,1-Mar-19,Q4 2018,Vancouver,Atlantic Power Corp,20190301,1-Mar-19,,,,,,,,,
12260530,1,ATR,21-Feb-19,Q4 2018,CRYSTAL LAKE,Aptargroup Inc,20190221,21-Feb-19,28176,20181231,ATR,38336103,APTARGROUP INC,20190220,11,USA,-1
12393210,7,ATRA,12-Mar-19,Atara B,Boston,Atara Biotherapeutics Inc,20190312,12-Mar-19,21012,20181231,ATRA,46513107,ATARA BIOTHERAPEUTICS INC,20190226,14,USA,-14
12242754,7,ATRA,8-Jan-19,Atara B,San Francisco,Atara Biotherapeutics Inc,20190108,8-Jan-19,,,,,,,,,
12297950,1,ATRC,28-Feb-19,Q4 2018,West Chester,AtriCure Inc,20190228,28-Feb-19,163889,20181231,ATRC,04963C209,ATRICURE INC,20190228,14,USA,0
12231308,7,ATRC,7-Jan-19,AtriCur,San Francisco,AtriCure Inc,20190107,7-Jan-19,,,,,,,,,
12441936,7,ATRC,10-Apr-19,AtriCur,New York,AtriCure Inc,20190410,10-Apr-19,,,,,,,,,
12330124,1,ATRO,21-Feb-19,Q4 2018,EAST AURORA,Astronics Corp,20190221,21-Feb-19,1823,20181231,ATRO,46433108,ASTRONICS CORP,20190221,14,USA,0
12353676,1,ATRS,28-Feb-19,Q4 2018,EWING,Antares Pharma Inc,20190228,28-Feb-19,63700,20181231,ATRS,36642106,ANTARES PHARMA INC,20190228,14,USA,0
12254220,1,ATRS.VA,28-Feb-19,Full Ye,SAINT HELIER,Atrium European Real Estat,20190228,28-Feb-19,,,,,,,,,
11221172,1,ATS.VA,31-Jan-19,Nine Mo,Leoben,AT & S Austria Technologie,20190131,31-Jan-19,,,,,,,,,
12351481,1,ATSG,28-Feb-19,Q4 2018,Wilmington,Air Transport Services Gro,20190228,28-Feb-19,155280,20181231,ATSG,00922R105,AIR TRANSPORT SERVICES GROUP,20190227,14,USA,-1
12446508,5,ATT.ST,28-Mar-19,Attendo,DANDERYD,Attendo AB (publ),20190328,28-Mar-19,,,,,,,,,
12280376,1,ATT.ST,14-Feb-19,Q4 2018,DANDERYD,Attendo AB (publ),20190214,14-Feb-19,,,,,,,,,
12388299,1,ATTO,20-Mar-19,Q4 2018,Grand Duchy O,Atento SA,20190320,20-Mar-19,20496,20181231,ATTO,L0427L105,ATENTO SA,20190320,11,LUX,0
12277655,1,ATTU,31-Jan-19,Q4 2018,KFAR SAVA,Attunity Ltd,20190131,31-Jan-19,28383,20181231,ATTU,M15332121,ATTUNITY LTD,20190131,14,ISR,0
12386283,1,ATU,21-Mar-19,Q2 2019,BUTLER,Actuant Corp,20190321,21-Mar-19,,,,,,,,,
12333926,1,ATUS.N,21-Feb-19,Q4 2018,BETHPAGE,Altice USA Inc,20190221,21-Feb-19,,,,,,,,,
12392323,1,ATV,7-Mar-19,Q4 2018,Shanghai,Acorn International Inc,20190307,7-Mar-19,177340,20181231,ATV,4854204,ACORN INTERNATIONAL INC -ADR,20190307,11,CYM,0
12252082,1,ATVI,12-Feb-19,Q4 2018,SANTA MONICA,Activision Blizzard Inc,20190212,12-Feb-19,180405,20181231,ATVI,00507V109,ACTIVISION BLIZZARD INC,20190212,14,USA,0
12235453,1,ATZ.TO,9-Jan-19,Q3 2019,Vancouver,Aritzia Inc,20190109,9-Jan-19,,,,,,,,,
12277482,1,AU8U.SI,1-Feb-19,Full Ye,Singapore,CapitaLand Retail China Tr,20190201,1-Feb-19,,,,,,,,,
12335914,1,AUB.AX,24-Feb-19,Half Ye,"North Sydney,",AUB Group Ltd,20190224,24-Feb-19,,,,,,,,,
12251857,1,AUDC,28-Jan-19,Q4 2018,Yehud,Audiocodes Ltd,20190128,28-Jan-19,120860,20181231,AUDC,M15342104,AUDIOCODES LTD,20190128,14,ISR,0
12419621,1,AUE.L,15-Mar-19,Full Ye,British Colum,Avesoro Resources Inc,20190315,15-Mar-19,,,,,,,,,
12472737,1,AUFI.NS,23-Apr-19,Q4 2019,JAIPUR,AU Small Finance Bank Ltd,20190423,23-Apr-19,,,,,,,,,
12250709,1,AUFI.NS,18-Jan-19,Q3 2019,JAIPUR,AU Small Finance Bank Ltd,20190118,18-Jan-19,,,,,,,,,
12280894,5,AUP.TO,22-Jan-19,Aurinia,Edmonton,Aurinia Pharmaceuticals In,20190122,22-Jan-19,,,,,,,,,
12403935,1,AUP.TO,19-Mar-19,Q4 2018,Edmonton,Aurinia Pharmaceuticals In,20190319,19-Mar-19,,,,,,,,,
12236962,7,AUP.TO,10-Jan-19,Aurinia,San Francisco,Aurinia Pharmaceuticals In,20190110,10-Jan-19,,,,,,,,,
12299173,1,AUROPHARM,8-Feb-19,Q3 2019,Hyderabad,Aurobindo Pharma Ltd,20190208,8-Feb-19,,,,,,,,,
12345132,1,AUSS.OL,26-Feb-19,Q4 2018,Storebo,Austevoll Seafood ASA,20190226,26-Feb-19,,,,,,,,,
12349576,1,AUTL.OQ,25-Feb-19,Q4 2018,NAN,Autolus Therapeutics PLC,20190225,25-Feb-19,,,,,,,,,
12456205,5,AUTL.OQ,2-Apr-19,Autolus,NAN,Autolus Therapeutics PLC,20190402,2-Apr-19,,,,,,,,,
12291447,1,AV.L,7-Mar-19,Full Ye,London,Aviva PLC,20190307,7-Mar-19,,,,,,,,,
12276754,1,AVA,8-Feb-19,Q4 2018,SPOKANE,Avista Corp,20190208,8-Feb-19,11304,20181231,AVA,05379B107,AVISTA CORP,20190208,11,USA,0
12294722,1,AVANCE.OL,7-Feb-19,Q4 2018,Hamilton,Avance Gas Holding Ltd,20190207,7-Feb-19,,,,,,,,,
12336446,1,AVANTIFEE,19-Feb-19,Q3 2019,NAN,Avanti Feeds Ltd,20190219,19-Feb-19,,,,,,,,,
12347059,1,AVAV,5-Mar-19,Q3 2019,MONROVIA,AeroVironment Inc,20190305,5-Mar-19,176362,20190131,AVAV,8073108,AEROVIRONMENT INC,20190305,14,USA,0
12250115,1,AVB,5-Feb-19,Q4 2018,ARLINGTON,AvalonBay Communities Inc,20190205,5-Feb-19,29875,20181231,AVB,53484101,AVALONBAY COMMUNITIES INC,20190204,11,USA,-1
12298464,7,AVB,4-Mar-19,AvalonB,Hollywood,AvalonBay Communities Inc,20190304,4-Mar-19,29875,20181231,AVB,53484101,AVALONBAY COMMUNITIES INC,20190204,11,USA,-28
12403795,1,AVD,11-Mar-19,Q4 2018,NEWPORT BEACH,American Vanguard Corp,20190311,11-Mar-19,1585,20181231,AVD,30371108,AMERICAN VANGUARD CORP,20190311,11,USA,0
12401799,1,AVDL.OQ,15-Mar-19,Q4 2018,DUBLIN,Avadel Pharmaceuticals PLC,20190315,15-Mar-19,,,,,,,,,
12431904,1,AVDR.OQ,21-Mar-19,Q4 2018,WALTHAM,Avedro Inc,20190321,21-Mar-19,,,,,,,,,
12249961,7,AVEO,10-Jan-19,Aveo Ph,San Francisco,Aveo Pharmaceuticals Inc,20190110,10-Jan-19,,,,,,,,,
12334053,1,AVGO.OQ,14-Mar-19,Q1 2019,NAN,Broadcom Inc,20190314,14-Mar-19,,,,,,,,,
12359788,1,AVGR,6-Mar-19,Q4 2018,REDWOOD CITY,Avinger Inc,20190306,6-Mar-19,22704,20181231,AVGR,53734604,AVINGER INC,20190306,14,USA,0
12234721,1,AVI.J,11-Mar-19,Q2 2019,Johannesburg,Avi Ltd,20190311,11-Mar-19,,,,,,,,,
12359713,1,AVID,14-Mar-19,Q4 2018,BURLINGTON,Avid Technology Inc,20190314,14-Mar-19,27925,20181231,AVID,05367P100,AVID TECHNOLOGY INC,20190314,14,USA,0
12303604,1,AVJ.AX,11-Feb-19,Half Ye,Victoria,Avjennings Ltd,20190211,11-Feb-19,,,,,,,,,
12347201,7,AVLR.N,28-Feb-19,Avalara,San Francisco,Avalara Inc,20190228,28-Feb-19,,,,,,,,,
12285023,7,AVLR.N,13-Feb-19,Avalara,San Francisco,Avalara Inc,20190213,13-Feb-19,,,,,,,,,
12444112,7,AVLR.N,25-Feb-19,Avalara,San Francisco,Avalara Inc,20190225,25-Feb-19,,,,,,,,,
12355296,7,AVLR.N,26-Feb-19,Avalara,San Francisco,Avalara Inc,20190226,26-Feb-19,,,,,,,,,
12283180,1,AVLR.N,12-Feb-19,Q4 2018,SEATTLE,Avalara Inc,20190212,12-Feb-19,,,,,,,,,
12295750,1,AVN.AX,13-Feb-19,Half Ye,SYDNEY,Aventus Retail Property Fu,20190213,13-Feb-19,,,,,,,,,
12298621,1,AVNW,11-Feb-19,Q2 2019,MOORESVILLE,Aviat Networks Inc,20190211,11-Feb-19,176572,20181231,AVNW,05366Y201,AVIAT NETWORKS INC,20190211,14,USA,0
12281825,1,AVP,14-Feb-19,Q4 2018,NEW YORK,Avon Products Inc,20190214,14-Feb-19,1920,20181231,AVP,54303102,AVON PRODUCTS,20190214,11,USA,0
12285818,7,AVT,12-Feb-19,Avnet I,San Francisco,Avnet Inc,20190212,12-Feb-19,1919,20181231,AVT,53807103,AVNET INC,20190124,14,USA,-19
12264978,1,AVT,24-Jan-19,Q2 2019,PHOENIX,Avnet Inc,20190124,24-Jan-19,1919,20181231,AVT,53807103,AVNET INC,20190124,14,USA,0
12348515,7,AVT,4-Mar-19,Avnet I,Orlando,Avnet Inc,20190304,4-Mar-19,,,,,,,,,
12454565,1,AVX,22-Apr-19,Q4 2019,FOUNTAIN INN,AVX Corp,20190422,22-Apr-19,1072,20190331,AVX,2444107,AVX CORP,20190422,11,USA,0
12251219,1,AVX,24-Jan-19,Q3 2019,FOUNTAIN INN,AVX Corp,20190124,24-Jan-19,1072,20181231,AVX,2444107,AVX CORP,20190124,11,USA,0
12293189,1,AVXL,7-Feb-19,Q1 2019,HOBOKEN,Anavex Life Sciences Corp,20190207,7-Feb-19,166447,20181231,AVXL,32797300,ANAVEX LIFE SCIENCES CORP,20190207,14,USA,0
12473398,1,AVY,24-Apr-19,Q1 2019,Pasadena,Avery Dennison Corp,20190424,24-Apr-19,1913,20190331,AVY,53611109,AVERY DENNISON CORP,20190424,11,USA,0
12277135,7,AVY,21-Feb-19,Avery D,Miami,Avery Dennison Corp,20190221,21-Feb-19,1913,20181231,AVY,53611109,AVERY DENNISON CORP,20190130,11,USA,-22
12277134,1,AVY,30-Jan-19,Q4 2018,Pasadena,Avery Dennison Corp,20190130,30-Jan-19,1913,20181231,AVY,53611109,AVERY DENNISON CORP,20190130,11,USA,0
12297979,1,AVYA,11-Feb-19,Q1 2019,BASKING RIDGE,Avaya Holdings Corp,20190211,11-Feb-19,32855,20181231,AVYA,05351X101,AVAYA HLDGS CORP,20190211,11,USA,0
12325893,7,AVYA,27-Feb-19,Avaya H,San Francisco,Avaya Holdings Corp,20190227,27-Feb-19,32855,20181231,AVYA,05351X101,AVAYA HLDGS CORP,20190211,11,USA,-16
12319928,1,AWC.AX,20-Feb-19,Full Ye,Southbank Vic,Alumina Ltd,20190220,20-Feb-19,,,,,,,,,
12222815,1,AWDR.OL,13-Feb-19,Q4 2018,London,Awilco Drilling PLC,20190213,13-Feb-19,,,,,,,,,
12328898,1,AWI,25-Feb-19,Q4 2018,LANCASTER,Armstrong World Industries,20190225,25-Feb-19,175689,20181231,AWI,04247X102,ARMSTRONG WORLD INDUSTRIES,20190225,11,USA,0
12237008,1,AWK,20-Feb-19,Q4 2018,VOORHEES,American Water Works Compa,20190220,20-Feb-19,179437,20181231,AWK,30420103,AMERICAN WATER WORKS CO INC,20190219,11,USA,-1
12302740,1,AWR,26-Feb-19,Q4 2018,SAN DIMAS,American States Water Co,20190226,26-Feb-19,9849,20181231,AWR,29899101,AMERICAN STATES WATER CO,20190225,11,USA,-1
12251269,1,AX.UN.TO,1-Mar-19,Q4 2018,WINNIPEG,Artis Real Estate Investme,20190301,1-Mar-19,,,,,,,,,
12277634,1,AXAF.PA,21-Feb-19,Full Ye,London,AXA SA,20190221,21-Feb-19,,,,,,,,,
12497149,11,AXAF.PA,24-Apr-19,AXA SA,PARIS,AXA SA,20190424,24-Apr-19,,,,,,,,,
12304731,1,AXAS,14-Mar-19,Q4 2018,SAN ANTONIO,Abraxas Petroleum Corp,20190314,14-Mar-19,24005,20181231,AXAS,3830106,ABRAXAS PETROLEUM CORP/NV,20190313,14,USA,-1
12299864,1,AXDX,19-Feb-19,Q4 2018,TUCSON,Accelerate Diagnostics Inc,20190219,19-Feb-19,21118,20181231,AXDX,00430H102,ACCELERATE DIAGNOSTICS INC,20190219,14,USA,0
12252254,7,AXDX,9-Jan-19,Acceler,San Francisco,Accelerate Diagnostics Inc,20190109,9-Jan-19,,,,,,,,,
12275045,1,AXE,29-Jan-19,Q4 2018,GLENVIEW,Anixter International Inc,20190129,29-Jan-19,6196,20181231,AXE,35290105,ANIXTER INTL INC,20190129,11,USA,0
12473377,1,AXE,23-Apr-19,Q1 2019,GLENVIEW,Anixter International Inc,20190423,23-Apr-19,6196,20190331,AXE,35290105,ANIXTER INTL INC,20190423,11,USA,0
12401460,5,AXFO.ST,6-Mar-19,Axfood,Stockholm,Axfood AB,20190306,6-Mar-19,,,,,,,,,
12281525,1,AXFO.ST,5-Feb-19,Q4 2018,Stockholm,Axfood AB,20190205,5-Feb-19,,,,,,,,,
12384568,7,AXGN,12-Mar-19,AxoGen,Miami Beach,AxoGen Inc,20190312,12-Mar-19,190355,20181231,AXGN,05463X106,AXOGEN INC,20190226,14,USA,-14
12332651,1,AXGN,26-Feb-19,Q4 2018,Edina,AxoGen Inc,20190226,26-Feb-19,190355,20181231,AXGN,05463X106,AXOGEN INC,20190226,14,USA,0
12347463,1,AXIATA.KL,22-Feb-19,Q4 2018,Kuala Lumpur,Axiata Group Bhd,20190222,22-Feb-19,,,,,,,,,
12283694,1,AXISBANK.,29-Jan-19,Q3 2019,Mumbai,Axis Bank Ltd,20190129,29-Jan-19,,,,,,,,,
12294776,1,AXL,15-Feb-19,Q4 2018,DETROIT,American Axle & Manufactur,20190215,15-Feb-19,117861,20181231,AXL,24061103,AMERICAN AXLE & MFG HOLDINGS,20190215,11,USA,0
12258138,7,AXL,16-Jan-19,America,Detroit,American Axle & Manufactur,20190116,16-Jan-19,,,,,,,,,
12478240,7,AXL,17-Apr-19,America,New York,American Axle & Manufactur,20190417,17-Apr-19,,,,,,,,,
12389409,7,AXNX.OQ,14-Mar-19,Axonics,Miami Beach,Axonics Modulation Technol,20190314,14-Mar-19,,,,,,,,,
12360428,1,AXNX.OQ,5-Mar-19,Q4 2018,NAN,Axonics Modulation Technol,20190305,5-Mar-19,,,,,,,,,
12349861,5,AXON,29-Mar-19,Axovant,LONDON,Axovant Sciences Ltd,20190329,29-Mar-19,,,,,,,,,
12252133,7,AXON,10-Jan-19,Axovant,San Francisco,Axovant Sciences Ltd,20190110,10-Jan-19,,,,,,,,,
12237028,1,AXP,17-Jan-19,Q4 2018,NEW YORK,American Express Co,20190117,17-Jan-19,1447,20181231,AXP,25816109,AMERICAN EXPRESS CO,20190117,11,USA,0
12304757,7,AXP,28-Feb-19,America,New York,American Express Co,20190228,28-Feb-19,1447,20181231,AXP,25816109,AMERICAN EXPRESS CO,20190117,11,USA,-42
12426227,1,AXP,18-Apr-19,Q1 2019,NEW YORK,American Express Co,20190418,18-Apr-19,1447,20190331,AXP,25816109,AMERICAN EXPRESS CO,20190418,11,USA,0
12278098,31,AXP,13-Mar-19,America,NEW YORK,American Express Co,20190313,13-Mar-19,,,,,,,,,
12282333,1,AXP.AX,29-Jan-19,Q4 2018,PALO ALTO,AirXpanders Inc,20190129,29-Jan-19,,,,,,,,,
12404325,7,AXR.TO,19-Mar-19,Alexco,Orange County,Alexco Resource Corp,20190319,19-Mar-19,,,,,,,,,
12323532,7,AXS,14-Feb-19,AXIS Ca,New York,AXIS Capital Holdings Ltd,20190214,14-Feb-19,153130,20181231,AXS,G0692U109,AXIS CAPITAL HOLDINGS LTD,20190130,11,BMU,-15
12278099,1,AXS,31-Jan-19,Q4 2018,PEMBROKE,AXIS Capital Holdings Ltd,20190131,31-Jan-19,153130,20181231,AXS,G0692U109,AXIS CAPITAL HOLDINGS LTD,20190130,11,BMU,-1
12478545,1,AXTA,24-Apr-19,Q1 2019,Philadelpia,Axalta Coating Systems Ltd,20190424,24-Apr-19,22134,20190331,AXTA,G0750C108,AXALTA COATING SYSTEMS LTD,20190424,11,BMU,0
12277004,1,AXTA,30-Jan-19,Q4 2018,Philadelpia,Axalta Coating Systems Ltd,20190130,30-Jan-19,22134,20181231,AXTA,G0750C108,AXALTA COATING SYSTEMS LTD,20190130,11,BMU,0
12299342,1,AXTELCPO.,14-Feb-19,Q4 2018,N.L.,Axtel SAB de CV,20190214,14-Feb-19,,,,,,,,,
12456241,1,AXTI,24-Apr-19,Q1 2019,Fremont,AXT Inc,20190424,24-Apr-19,110760,20190331,AXTI,00246W103,AXT INC,20190424,14,USA,0
12274100,1,AXTI,20-Feb-19,Q4 2018,Fremont,AXT Inc,20190220,20-Feb-19,110760,20181231,AXTI,00246W103,AXT INC,20190220,14,USA,0
12145785,1,AXW.PA,21-Feb-19,Full Ye,PUTEAUX,Axway Software SA,20190221,21-Feb-19,,,,,,,,,
12229029,1,AYI,9-Jan-19,Q1 2019,ATLANTA,Acuity Brands Inc,20190109,9-Jan-19,146017,20181130,AYI,00508Y102,ACUITY BRANDS INC,20190109,11,USA,0
12426216,1,AYI,3-Apr-19,Q2 2019,ATLANTA,Acuity Brands Inc,20190403,3-Apr-19,146017,20190228,AYI,00508Y102,ACUITY BRANDS INC,20190403,11,USA,0
12357861,7,AYR,6-Mar-19,Aircast,New  York,Aircastle Ltd,20190306,6-Mar-19,175110,20181231,AYR,G0129K104,AIRCASTLE LTD,20190212,11,BMU,-22
12290268,1,AYR,12-Feb-19,Q4 2018,Stamford,Aircastle Ltd,20190212,12-Feb-19,175110,20181231,AYR,G0129K104,AIRCASTLE LTD,20190212,11,BMU,0
12259495,1,AYS.AX,25-Feb-19,Half Ye,"Sydney, Nsw",Amaysim Australia Ltd,20190225,25-Feb-19,,,,,,,,,
12412223,5,AYX.N,13-Mar-19,Alteryx,NAN,Alteryx Inc,20190313,13-Mar-19,,,,,,,,,
12351291,1,AYX.N,27-Feb-19,Q4 2018,IRVINE,Alteryx Inc,20190227,27-Feb-19,,,,,,,,,
12468783,1,AZA.ST,16-Apr-19,Q1 2019,Stockholm,Avanza Bank Holding AB,20190416,16-Apr-19,,,,,,,,,
12236810,1,AZA.ST,17-Jan-19,Q4 2018,Stockholm,Avanza Bank Holding AB,20190117,17-Jan-19,,,,,,,,,
12235512,1,AZJ.AX,10-Feb-19,Half Ye,Brisbane,Aurizon Holdings Ltd,20190210,10-Feb-19,,,,,,,,,
12403396,1,AZM.MI,7-Mar-19,Full Ye,Milan,Azimut Holding SpA,20190307,7-Mar-19,,,,,,,,,
12319907,1,AZN.L,14-Feb-19,Full Ye,London,AstraZeneca PLC,20190214,14-Feb-19,,,,,,,,,
12449255,5,AZN.L,29-Mar-19,AstraZe,London,AstraZeneca PLC,20190329,29-Mar-19,,,,,,,,,
12319364,1,AZO,26-Feb-19,Q2 2019,MEMPHIS,Autozone Inc,20190226,26-Feb-19,23809,20190228,AZO,53332102,AUTOZONE INC,20190226,11,USA,0
12395310,7,AZO,5-Mar-19,Autozon,Orlando,Autozone Inc,20190305,5-Mar-19,23809,20190228,AZO,53332102,AUTOZONE INC,20190226,11,USA,-7
12356854,7,AZO,6-Mar-19,Autozon,Boston,Autozone Inc,20190306,6-Mar-19,23809,20190228,AZO,53332102,AUTOZONE INC,20190226,11,USA,-8
12473365,1,AZPN,24-Apr-19,Q3 2019,Burlington,Aspen Technology Inc,20190424,24-Apr-19,30870,20190331,AZPN,45327103,ASPEN TECHNOLOGY INC,20190424,14,USA,0
12350378,7,AZPN,26-Feb-19,Aspen T,San Francisco,Aspen Technology Inc,20190226,26-Feb-19,30870,20181231,AZPN,45327103,ASPEN TECHNOLOGY INC,20190123,14,USA,-34
12260541,1,AZPN,23-Jan-19,Q2 2019,Burlington,Aspen Technology Inc,20190123,23-Jan-19,30870,20181231,AZPN,45327103,ASPEN TECHNOLOGY INC,20190123,14,USA,0
12399732,7,AZPN,14-Mar-19,Aspen T,New York,Aspen Technology Inc,20190314,14-Mar-19,,,,,,,,,
12304328,1,AZRE.N,13-Feb-19,Q3 2019,New Delhi,Azure Power Global Ltd,20190213,13-Feb-19,,,,,,,,,
12399433,1,AZRG.TA,20-Mar-19,Q4 2018,TEL AVIV,Azrieli Group Ltd,20190320,20-Mar-19,,,,,,,,,
12298854,1,AZUL.N,14-Mar-19,Q4 2018,BARUERI,Azul SA,20190314,14-Mar-19,,,,,,,,,
12240739,1,AZZ,8-Jan-19,Q3 2019,Fort Worth,AZZ Inc,20190108,8-Jan-19,1926,20181130,AZZ,2474104,AZZ INC,20190108,11,USA,0
12230090,1,B,22-Feb-19,Q4 2018,BRISTOL,Barnes Group Inc,20190222,22-Feb-19,2049,20181231,B,67806109,BARNES GROUP INC,20190222,11,USA,0
12351473,1,B2H.OL,28-Feb-19,Q4 2018,OSLO,B2holding ASA,20190228,28-Feb-19,,,,,,,,,
12304791,1,B4B.DE,12-Feb-19,Q1 2019,DUESSELDORF,Metro AG,20190212,12-Feb-19,,,,,,,,,
12237051,1,BA,30-Jan-19,Q4 2018,CHICAGO,Boeing Co,20190130,30-Jan-19,2285,20181231,BA,97023105,BOEING CO,20190130,11,USA,0
12299785,7,BA,20-Feb-19,Boeing,Miami,Boeing Co,20190220,20-Feb-19,2285,20181231,BA,97023105,BOEING CO,20190130,11,USA,-21
12275545,7,BA,6-Feb-19,Boeing,New York,Boeing Co,20190206,6-Feb-19,2285,20181231,BA,97023105,BOEING CO,20190130,11,USA,-7
12445067,1,BA,24-Apr-19,Q1 2019,CHICAGO,Boeing Co,20190424,24-Apr-19,2285,20190331,BA,97023105,BOEING CO,20190424,11,USA,0
12475031,31,BA,11-Apr-19,Boeing,Dallas,Boeing Co,20190411,11-Apr-19,,,,,,,,,
12400974,7,BA,21-Mar-19,Boeing,London,Boeing Co,20190321,21-Mar-19,,,,,,,,,
12346361,1,BA.L,21-Feb-19,Full Ye,Farnborough,BAE Systems PLC,20190221,21-Feb-19,,,,,,,,,
12352188,33,BAB.L,26-Feb-19,Babcock,London,Babcock International Grou,20190226,26-Feb-19,,,,,,,,,
12265412,1,BABA,30-Jan-19,Q3 2019,Hangzhou,Alibaba Group Holding Ltd,20190130,30-Jan-19,20530,20181231,BABA,01609W102,ALIBABA GROUP HLDG,20190130,11,CYM,0
12249801,1,BABY,13-Feb-19,Q4 2018,SAN CARLOS,Natus Medical Inc,20190213,13-Feb-19,,,,,,,,,
12417333,11,BAC,24-Apr-19,Bank of,CHARLOTTE,Bank of America Corp,20190424,24-Apr-19,7647,20190331,BAC,60505104,BANK OF AMERICA CORP,20190416,11,USA,-8
11571206,1,BAC,16-Apr-19,Q1 2019,CHARLOTTE,Bank of America Corp,20190416,16-Apr-19,7647,20190331,BAC,60505104,BANK OF AMERICA CORP,20190416,11,USA,0
11571204,1,BAC,16-Jan-19,Q4 2018,CHARLOTTE,Bank of America Corp,20190116,16-Jan-19,7647,20181231,BAC,60505104,BANK OF AMERICA CORP,20190116,11,USA,0
12258214,22,BAC,8-Jan-19,Salesfo,CHARLOTTE,Bank of America Corp,20190108,8-Jan-19,,,,,,,,,
12278948,1,BACHOCOB.,31-Jan-19,Q4 2018,"Celaya, Guana",Industrias Bachoco SAB de,20190131,31-Jan-19,,,,,,,,,
12276105,1,BAD.TO,13-Mar-19,Q4 2018,CALGARY,Badger Daylighting Ltd,20190313,13-Mar-19,,,,,,,,,
11674359,1,BAER.VX,4-Feb-19,Full Ye,Zurich,Julius Baer Gruppe AG,20190204,4-Feb-19,,,,,,,,,
12275419,7,BAH,7-Feb-19,Booz Al,New York,Booz Allen Hamilton Holdin,20190207,7-Feb-19,185881,20181231,BAH,99502106,BOOZ ALLEN HAMILTON HLDG CP,20190201,11,USA,-6
12235226,1,BAH,1-Feb-19,Q3 2019,MCLEAN,Booz Allen Hamilton Holdin,20190201,1-Feb-19,185881,20181231,BAH,99502106,BOOZ ALLEN HAMILTON HLDG CP,20190201,11,USA,0
12281405,1,BAJAJ-AUT,30-Jan-19,Q3 2019,Pune,Bajaj Auto Ltd,20190130,30-Jan-19,,,,,,,,,
12457730,1,BAJAJCORP,10-Apr-19,Full Ye,Udaipur,Bajaj Corp Ltd,20190410,10-Apr-19,,,,,,,,,
12252486,1,BAJAJCORP,10-Jan-19,Q3 2019,Udaipur,Bajaj Corp Ltd,20190110,10-Jan-19,,,,,,,,,
12281070,1,BAJAJFINS,30-Jan-19,Q3 2019,Pune,Bajaj Finserv Ltd,20190130,30-Jan-19,,,,,,,,,
12285000,1,BAJFINANC,29-Jan-19,Q3 2019,NAN,Bajaj Finance Ltd,20190129,29-Jan-19,,,,,,,,,
12358871,1,BAKK.L,28-Feb-19,Full Ye,NAN,Bakkavor Group Plc,20190228,28-Feb-19,,,,,,,,,
12022644,1,BAKKA.OL,19-Feb-19,Q4 2018,Oslo,P/F Bakkafrost,20190219,19-Feb-19,,,,,,,,,
12355784,1,BAL.AX,26-Feb-19,Half Ye,LAUNCESTON,Bellamy s Australia Ltd,20190226,26-Feb-19,,,,,,,,,
12303878,1,BALCO.ST,22-Feb-19,Q4 2018,NAN,Balco Group AB,20190222,22-Feb-19,,,,,,,,,
